"id","perfil","etiqueta","tipo","canal","nota","cc","osc","destino","salida","modo","min","max","argumento","formula","escenas"
"web.cc.final.fx2","parte2-public-v1","Control público · FX2 · deriva Y / profundidad","cc","11","","117","","final.fx2","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.fx4","parte2-public-v1","Control público · FX4 · desplazamiento final","cc","11","","118","","final.fx4","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.growthDisplace","parte2-public-v1","Control público · Growth · desplazamiento","cc","11","","119","","final.growthDisplace","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.growthEdge","parte2-public-v1","Control público · Growth · borde","cc","12","","0","","final.growthEdge","control","range","0.1","8","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.growthFade","parte2-public-v1","Control público · Growth · caída","cc","12","","1","","final.growthFade","control","range","0","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.growthShape","parte2-public-v1","Control público · Growth · forma","cc","12","","2","","final.growthShape","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.growthSpeed","parte2-public-v1","Control público · Growth · velocidad","cc","12","","3","","final.growthSpeed","control","range","0","300","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.growthTranslate","parte2-public-v1","Control público · Growth · traslación X","cc","12","","4","","final.growthTranslate","control","range","-0.02","0.02","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.hsvAmount","parte2-public-v1","Control público · UnsharpHSV · intensidad","cc","12","","5","","final.hsvAmount","control","range","0","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.hsvHue","parte2-public-v1","Control público · UnsharpHSV · matiz","cc","12","","6","","final.hsvHue","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.hsvSaturation","parte2-public-v1","Control público · UnsharpHSV · saturación","cc","12","","7","","final.hsvSaturation","control","range","0","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.hsvShape","parte2-public-v1","Control público · UnsharpHSV · escala","cc","12","","8","","final.hsvShape","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.inkAuto","parte2-public-v1","Control público · Reproducir tinta","cc","12","","9","","final.inkAuto","control","range","0","1","","CC >= 64",""
"web.cc.final.inkDepth","parte2-public-v1","Control público · Normal tinta · profundidad","cc","12","","10","","final.inkDepth","control","range","-4","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.inkDisplace","parte2-public-v1","Control público · Desplazamiento tinta","cc","12","","11","","final.inkDisplace","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.inkProgress","parte2-public-v1","Control público · Posición de tinta","cc","12","","12","","final.inkProgress","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.inputBlack","parte2-public-v1","Control público · Levels · negro entrada","cc","12","","13","","final.inputBlack","control","range","0","0.99","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.loop","parte2-public-v1","Control público · Repetir tinta","cc","12","","14","","final.loop","control","range","0","1","","CC >= 64",""
"web.cc.final.loopDuration","parte2-public-v1","Control público · Ciclo tinta (s)","cc","12","","15","","final.loopDuration","control","range","0.1","60","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.normalRadius","parte2-public-v1","Control público · Radio normales","cc","12","","16","","final.normalRadius","control","range","0.1","64","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.opacity","parte2-public-v1","Control público · Exclusion · opacidad","cc","12","","17","","final.opacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.outputBlack","parte2-public-v1","Control público · Levels · negro salida","cc","12","","18","","final.outputBlack","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.ringAmount","parte2-public-v1","Control público · Anillo · desplazamiento","cc","12","","19","","final.ringAmount","control","range","-8","8","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.ringOpacity","parte2-public-v1","Control público · Anillo · feedback","cc","12","","20","","final.ringOpacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.ringSharp","parte2-public-v1","Control público · Anillo · Unsharp","cc","12","","21","","final.ringSharp","control","range","0","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.saturation","parte2-public-v1","Control público · Unsharp · saturación","cc","12","","22","","final.saturation","control","range","0","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.secondaryAmount","parte2-public-v1","Control público · Desplazamiento secundario","cc","12","","23","","final.secondaryAmount","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.threshold","parte2-public-v1","Control público · Dither","cc","12","","24","","final.threshold","control","range","0.1","10","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.unsharpAmount","parte2-public-v1","Control público · Unsharp · intensidad","cc","12","","25","","final.unsharpAmount","control","range","0","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.unsharpShape","parte2-public-v1","Control público · Unsharp · escala","cc","12","","26","","final.unsharpShape","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.verticalFeedback","parte2-public-v1","Control público · Feedback vertical","cc","12","","27","","final.verticalFeedback","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.verticalScale","parte2-public-v1","Control público · Flujo vertical","cc","12","","28","","final.verticalScale","control","range","-0.2","0.2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.graphics.blocks.0","parte2-public-v1","Control público · bOTON GRI 1 · señal publicada","cc","12","","29","","graphics.blocks.0","control","range","0","1","","CC >= 64",""
"web.cc.graphics.blocks.1","parte2-public-v1","Control público · bOTON GRI 2 · señal publicada","cc","12","","30","","graphics.blocks.1","control","range","0","1","","CC >= 64",""
"web.cc.graphics.blocks.2","parte2-public-v1","Control público · bOTON GRI 3 · señal publicada","cc","12","","31","","graphics.blocks.2","control","range","0","1","","CC >= 64",""
"web.cc.graphics.blocks.3","parte2-public-v1","Control público · bOTON GRI 4 · señal publicada","cc","12","","32","","graphics.blocks.3","control","range","0","1","","CC >= 64",""
"web.cc.graphics.blocks.4","parte2-public-v1","Control público · bOTON GRI 5 · señal publicada","cc","12","","33","","graphics.blocks.4","control","range","0","1","","CC >= 64",""
"web.cc.graphics.blocks.5","parte2-public-v1","Control público · bOTON GRI 6 · señal publicada","cc","12","","34","","graphics.blocks.5","control","range","0","1","","CC >= 64",""
"web.cc.ink.attack","parte2-public-v1","Control público · Ataque de tinta (s)","cc","12","","35","","ink.attack","control","range","0.05","60","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.decay","parte2-public-v1","Control público · Caída de tinta (s)","cc","12","","36","","ink.decay","control","range","0","60","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.enabled","parte2-public-v1","Control público · INK dripping","cc","12","","37","","ink.enabled","control","range","0","1","","CC >= 64",""
"web.cc.ink.growthDisplace","parte2-public-v1","Control público · Growth · desplazamiento","cc","12","","38","","ink.growthDisplace","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.growthEdge","parte2-public-v1","Control público · Growth · borde","cc","12","","39","","ink.growthEdge","control","range","0.1","8","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.growthFade","parte2-public-v1","Control público · Growth · caída","cc","12","","40","","ink.growthFade","control","range","0","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.growthShape","parte2-public-v1","Control público · Growth · forma","cc","12","","41","","ink.growthShape","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.growthSpeed","parte2-public-v1","Control público · Growth · velocidad","cc","12","","42","","ink.growthSpeed","control","range","0","300","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.growthTranslate","parte2-public-v1","Control público · Growth · traslación X","cc","12","","43","","ink.growthTranslate","control","range","-0.02","0.02","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.hideBrush","parte2-public-v1","Control público · Growth · ocultar pincel","cc","12","","44","","ink.hideBrush","control","range","0","1","","CC >= 64",""
"web.cc.ink.hold","parte2-public-v1","Control público · Duración del disparo (s)","cc","12","","45","","ink.hold","control","range","0.05","30","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.hsvAmount","parte2-public-v1","Control público · UnsharpHSV · intensidad","cc","12","","46","","ink.hsvAmount","control","range","0","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.hsvHue","parte2-public-v1","Control público · UnsharpHSV · matiz","cc","12","","47","","ink.hsvHue","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.hsvSaturation","parte2-public-v1","Control público · UnsharpHSV · saturación","cc","12","","48","","ink.hsvSaturation","control","range","0","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.hsvShape","parte2-public-v1","Control público · UnsharpHSV · escala","cc","12","","49","","ink.hsvShape","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.inkDepth","parte2-public-v1","Control público · Normal tinta · profundidad","cc","12","","50","","ink.inkDepth","control","range","-4","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.inkDisplace","parte2-public-v1","Control público · Desplazamiento tinta","cc","12","","51","","ink.inkDisplace","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.inputBlack","parte2-public-v1","Control público · Levels · negro entrada","cc","12","","52","","ink.inputBlack","control","range","0","0.99","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.opacity","parte2-public-v1","Control público · Opacidad INK","cc","12","","53","","ink.opacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.outputBlack","parte2-public-v1","Control público · Levels · negro salida","cc","12","","54","","ink.outputBlack","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.resetHold","parte2-public-v1","Control público · Reset de Growth (s)","cc","12","","55","","ink.resetHold","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.verticalFeedback","parte2-public-v1","Control público · Feedback vertical","cc","12","","56","","ink.verticalFeedback","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.ink.verticalScale","parte2-public-v1","Control público · Flujo vertical","cc","12","","57","","ink.verticalScale","control","range","-0.2","0.2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.media.fallback","parte2-public-v1","Control público · Sustituir secuencias DDS faltantes (temporal)","cc","12","","58","","media.fallback","control","range","0","1","","CC >= 64",""
"web.cc.milky.1a.directionX","parte2-public-v1","Control público · direction X","cc","12","","59","","milky.1a.directionX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.directionY","parte2-public-v1","Control público · direction Y","cc","12","","60","","milky.1a.directionY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.displaceAmount","parte2-public-v1","Control público · displaceAmount","cc","12","","61","","milky.1a.displaceAmount","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.ditherThreshold","parte2-public-v1","Control público · ditherThreshold","cc","12","","62","","milky.1a.ditherThreshold","control","range","0.1","10","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.flowBlur","parte2-public-v1","Control público · flowBlur","cc","12","","63","","milky.1a.flowBlur","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.flowIterations","parte2-public-v1","Control público · flowIterations","cc","12","","64","","milky.1a.flowIterations","control","range","0","16","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.normalDepth","parte2-public-v1","Control público · normalDepth","cc","12","","65","","milky.1a.normalDepth","control","range","-4","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.normalRadius","parte2-public-v1","Control público · normalRadius","cc","12","","66","","milky.1a.normalRadius","control","range","0.1","64","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.opacity","parte2-public-v1","Control público · opacity","cc","12","","67","","milky.1a.opacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.postBlendOpacity","parte2-public-v1","Control público · postBlendOpacity","cc","12","","68","","milky.1a.postBlendOpacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.saturation","parte2-public-v1","Control público · saturation","cc","12","","69","","milky.1a.saturation","control","range","0","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.secondaryAmount","parte2-public-v1","Control público · secondaryAmount","cc","12","","70","","milky.1a.secondaryAmount","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.secondaryDirectionX","parte2-public-v1","Control público · secondaryDirection X","cc","12","","71","","milky.1a.secondaryDirectionX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.secondaryDirectionY","parte2-public-v1","Control público · secondaryDirection Y","cc","12","","72","","milky.1a.secondaryDirectionY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.unsharpAmount","parte2-public-v1","Control público · unsharpAmount","cc","12","","73","","milky.1a.unsharpAmount","control","range","0","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.1a.unsharpShape","parte2-public-v1","Control público · unsharpShape","cc","12","","74","","milky.1a.unsharpShape","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.directionX","parte2-public-v1","Control público · direction X","cc","12","","75","","milky.2a.directionX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.directionY","parte2-public-v1","Control público · direction Y","cc","12","","76","","milky.2a.directionY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.displaceAmount","parte2-public-v1","Control público · displaceAmount","cc","12","","77","","milky.2a.displaceAmount","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.ditherThreshold","parte2-public-v1","Control público · ditherThreshold","cc","12","","78","","milky.2a.ditherThreshold","control","range","0.1","10","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.flowBlur","parte2-public-v1","Control público · flowBlur","cc","12","","79","","milky.2a.flowBlur","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.flowIterations","parte2-public-v1","Control público · flowIterations","cc","12","","80","","milky.2a.flowIterations","control","range","0","16","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.normalDepth","parte2-public-v1","Control público · normalDepth","cc","12","","81","","milky.2a.normalDepth","control","range","-4","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.normalRadius","parte2-public-v1","Control público · normalRadius","cc","12","","82","","milky.2a.normalRadius","control","range","0.1","64","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.opacity","parte2-public-v1","Control público · opacity","cc","12","","83","","milky.2a.opacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.postBlendOpacity","parte2-public-v1","Control público · postBlendOpacity","cc","12","","84","","milky.2a.postBlendOpacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.saturation","parte2-public-v1","Control público · saturation","cc","12","","85","","milky.2a.saturation","control","range","0","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.secondaryAmount","parte2-public-v1","Control público · secondaryAmount","cc","12","","86","","milky.2a.secondaryAmount","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.secondaryDirectionX","parte2-public-v1","Control público · secondaryDirection X","cc","12","","87","","milky.2a.secondaryDirectionX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.secondaryDirectionY","parte2-public-v1","Control público · secondaryDirection Y","cc","12","","88","","milky.2a.secondaryDirectionY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.unsharpAmount","parte2-public-v1","Control público · unsharpAmount","cc","12","","89","","milky.2a.unsharpAmount","control","range","0","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.2a.unsharpShape","parte2-public-v1","Control público · unsharpShape","cc","12","","90","","milky.2a.unsharpShape","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.directionX","parte2-public-v1","Control público · direction X","cc","12","","91","","milky.3a.directionX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.directionY","parte2-public-v1","Control público · direction Y","cc","12","","92","","milky.3a.directionY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.displaceAmount","parte2-public-v1","Control público · displaceAmount","cc","12","","93","","milky.3a.displaceAmount","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.ditherThreshold","parte2-public-v1","Control público · ditherThreshold","cc","12","","94","","milky.3a.ditherThreshold","control","range","0.1","10","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.flowBlur","parte2-public-v1","Control público · flowBlur","cc","12","","95","","milky.3a.flowBlur","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.flowIterations","parte2-public-v1","Control público · flowIterations","cc","12","","96","","milky.3a.flowIterations","control","range","0","16","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.normalDepth","parte2-public-v1","Control público · normalDepth","cc","12","","97","","milky.3a.normalDepth","control","range","-4","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.normalRadius","parte2-public-v1","Control público · normalRadius","cc","12","","98","","milky.3a.normalRadius","control","range","0.1","64","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.opacity","parte2-public-v1","Control público · opacity","cc","12","","99","","milky.3a.opacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.postBlendOpacity","parte2-public-v1","Control público · postBlendOpacity","cc","12","","100","","milky.3a.postBlendOpacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.saturation","parte2-public-v1","Control público · saturation","cc","12","","101","","milky.3a.saturation","control","range","0","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.secondaryAmount","parte2-public-v1","Control público · secondaryAmount","cc","12","","102","","milky.3a.secondaryAmount","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.secondaryDirectionX","parte2-public-v1","Control público · secondaryDirection X","cc","12","","103","","milky.3a.secondaryDirectionX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.milky.3a.secondaryDirectionY","parte2-public-v1","Control público · secondaryDirection Y","cc","12","","104","","milky.3a.secondaryDirectionY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
